,id_site,t,sens,nb_usagers,label,trajectoire,voie,id_trajectoire,coordonnees_geo,mode
46,10022,2021-07-10T01:00:00+00:00,O-E,1,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",2 roues motorisées
47,10022,2021-07-10T06:00:00+00:00,E-O,4,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
48,10022,2021-07-10T06:00:00+00:00,E-O,2,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]",2 roues motorisées
49,10022,2021-07-10T07:00:00+00:00,E-O,169,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
50,10022,2021-07-10T07:00:00+00:00,E-O,2,[Paris] CF892 Rivoli x Bourdonnais,5 -> 3,Piste cyclable,10022_5 -> 3,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
51,10022,2021-07-10T10:00:00+00:00,E-O,228,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
52,10022,2021-07-10T12:00:00+00:00,O-E,251,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
53,10022,2021-07-10T13:00:00+00:00,O-E,9,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
54,10022,2021-07-10T13:00:00+00:00,E-O,31,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Autobus et autocars
55,10022,2021-07-10T13:00:00+00:00,E-O,54,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",2 roues motorisées
56,10022,2021-07-10T14:00:00+00:00,O-E,28,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
57,10022,2021-07-10T14:00:00+00:00,O-E,1,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",2 roues motorisées
58,10022,2021-07-10T15:00:00+00:00,E-O,3,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Autobus et autocars
59,10022,2021-07-10T16:00:00+00:00,O-E,13,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
60,10022,2021-07-10T16:00:00+00:00,E-O,134,[Paris] CF892 Rivoli x Bourdonnais,5 -> 3,Piste cyclable,10022_5 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
61,10022,2021-07-10T17:00:00+00:00,E-O,87,[Paris] CF892 Rivoli x Bourdonnais,5 -> 3,Piste cyclable,10022_5 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
62,10023,2021-07-10T01:00:00+00:00,E-O,5,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",2 roues motorisées
63,10023,2021-07-10T04:00:00+00:00,E-O,7,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
64,10023,2021-07-10T05:00:00+00:00,E-O,1,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
65,10023,2021-07-10T08:00:00+00:00,E-O,91,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
66,10023,2021-07-10T08:00:00+00:00,E-O,115,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules légers < 3,5t"
67,10023,2021-07-10T10:00:00+00:00,E-O,2,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
68,10023,2021-07-10T11:00:00+00:00,E-O,4,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",2 roues motorisées
69,10023,2021-07-10T12:00:00+00:00,E-O,129,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
70,10023,2021-07-10T13:00:00+00:00,E-O,3,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
71,10023,2021-07-10T14:00:00+00:00,E-O,47,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
72,10023,2021-07-10T18:00:00+00:00,O-E,1,[Paris] CF318 Rivoli x Lobau,3 -> 1,Coronapiste,10023_3 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
73,10023,2021-07-10T19:00:00+00:00,E-O,77,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
74,10023,2021-07-10T19:00:00+00:00,E-O,20,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Autobus et autocars
75,10023,2021-07-10T20:00:00+00:00,E-O,121,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules légers < 3,5t"
76,10028,2021-07-09T23:00:00+00:00,O-E,39,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",Trottinettes + vélos
77,10028,2021-07-10T03:00:00+00:00,O-E,78,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]","Véhicules légers < 3,5t"
78,10028,2021-07-10T10:00:00+00:00,O-E,4,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",Autobus et autocars
79,10028,2021-07-10T10:00:00+00:00,O-E,2,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]","Véhicules lourds > 3,5t"
80,10028,2021-07-10T11:00:00+00:00,O-E,3,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
81,10028,2021-07-10T11:00:00+00:00,O-E,6,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]","Véhicules lourds > 3,5t"
82,10028,2021-07-10T12:00:00+00:00,O-E,92,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
83,10028,2021-07-10T13:00:00+00:00,O-E,19,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]","Véhicules légers < 3,5t"
84,10028,2021-07-10T14:00:00+00:00,O-E,6,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",Trottinettes + vélos
85,10029,2021-07-09T22:00:00+00:00,E-O,3,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
86,10029,2021-07-09T22:00:00+00:00,E-O,276,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
87,10029,2021-07-09T23:00:00+00:00,E-O,213,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
88,10029,2021-07-10T00:00:00+00:00,E-O,27,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
89,10029,2021-07-10T01:00:00+00:00,E-O,3,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
90,10029,2021-07-10T02:00:00+00:00,E-O,17,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
91,10029,2021-07-10T04:00:00+00:00,E-O,20,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
92,10029,2021-07-10T06:00:00+00:00,E-O,8,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
93,10029,2021-07-10T07:00:00+00:00,E-O,1,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
94,10029,2021-07-10T08:00:00+00:00,E-O,16,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
95,10029,2021-07-10T10:00:00+00:00,E-O,5,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
96,10029,2021-07-10T10:00:00+00:00,E-O,32,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
97,10029,2021-07-10T11:00:00+00:00,E-O,185,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
98,10029,2021-07-10T12:00:00+00:00,E-O,6,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
99,10029,2021-07-10T12:00:00+00:00,E-O,101,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
100,10022,2021-09-07T17:00:00+00:00,E-O,2,[Paris] CF892 Rivoli x Bourdonnais,5 -> 3,Piste cyclable,10022_5 -> 3,"[48.859617, 2.344817]",2 roues motorisées
101,10022,2021-09-07T19:00:00+00:00,E-O,32,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Autobus et autocars
102,10022,2021-09-07T20:00:00+00:00,E-O,4,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
103,10022,2021-09-07T20:00:00+00:00,E-O,2,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]",2 roues motorisées
104,10022,2021-09-07T21:00:00+00:00,O-E,5,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
105,10023,2021-09-07T01:00:00+00:00,E-O,5,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
106,10023,2021-09-07T05:00:00+00:00,E-O,5,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
107,10023,2021-09-07T06:00:00+00:00,E-O,40,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
108,10023,2021-09-07T06:00:00+00:00,E-O,5,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
109,10023,2021-09-07T07:00:00+00:00,E-O,324,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
110,10023,2021-09-07T07:00:00+00:00,E-O,13,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",2 roues motorisées
111,10023,2021-09-07T08:00:00+00:00,E-O,74,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
112,10023,2021-09-07T10:00:00+00:00,E-O,2,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
113,10023,2021-09-07T11:00:00+00:00,E-O,25,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
114,10023,2021-09-07T12:00:00+00:00,E-O,127,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
115,10023,2021-09-07T17:00:00+00:00,E-O,20,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",2 roues motorisées
116,10023,2021-09-07T18:00:00+00:00,O-E,2,[Paris] CF318 Rivoli x Lobau,3 -> 1,Coronapiste,10023_3 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
117,10023,2021-09-07T18:00:00+00:00,E-O,22,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
118,10023,2021-09-07T18:00:00+00:00,O-E,1,[Paris] CF318 Rivoli x Lobau,1 -> 1,Piste cyclable,10023_1 -> 1,"[48.856949, 2.353837]",2 roues motorisées
119,10023,2021-09-07T19:00:00+00:00,E-O,161,[Paris] CF318 Rivoli x Lobau,2 -> 1,Piste cyclable,10023_2 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
120,10028,2021-09-06T23:00:00+00:00,O-E,1,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]","Véhicules lourds > 3,5t"
121,10028,2021-09-07T03:00:00+00:00,O-E,6,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
122,10028,2021-09-07T05:00:00+00:00,O-E,22,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",Trottinettes + vélos
123,10028,2021-09-07T05:00:00+00:00,O-E,1,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
124,10028,2021-09-07T05:00:00+00:00,O-E,1,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]","Véhicules lourds > 3,5t"
125,10028,2021-09-07T08:00:00+00:00,O-E,1,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",Autobus et autocars
126,10028,2021-09-07T11:00:00+00:00,O-E,2,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",Autobus et autocars
127,10028,2021-09-07T12:00:00+00:00,O-E,109,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",Trottinettes + vélos
128,10028,2021-09-07T12:00:00+00:00,O-E,10,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]","Véhicules lourds > 3,5t"
129,10028,2021-09-07T18:00:00+00:00,O-E,2,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
130,10029,2021-09-06T22:00:00+00:00,E-O,15,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
131,10029,2021-09-06T22:00:00+00:00,E-O,2,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
132,10029,2021-09-06T22:00:00+00:00,E-O,583,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
133,10029,2021-09-07T01:00:00+00:00,E-O,10,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
134,10029,2021-09-07T04:00:00+00:00,E-O,71,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
135,10029,2021-09-07T06:00:00+00:00,E-O,8,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
136,10029,2021-09-07T07:00:00+00:00,E-O,463,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
137,10029,2021-09-07T08:00:00+00:00,E-O,21,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
138,10029,2021-09-07T08:00:00+00:00,E-O,25,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
139,10029,2021-09-07T09:00:00+00:00,E-O,223,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
140,10029,2021-09-07T11:00:00+00:00,E-O,8,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
141,10029,2021-09-07T12:00:00+00:00,E-O,2,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
142,10029,2021-09-07T12:00:00+00:00,E-O,5,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
143,10029,2021-09-07T15:00:00+00:00,E-O,21,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
144,10029,2021-09-07T16:00:00+00:00,E-O,41,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
145,10029,2021-09-07T18:00:00+00:00,E-O,690,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
146,10029,2021-09-07T18:00:00+00:00,E-O,8,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
147,10030,2021-09-06T22:00:00+00:00,S-N,7,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]","Véhicules lourds > 3,5t"
148,10030,2021-09-06T23:00:00+00:00,S-N,2,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Vélos
149,10030,2021-09-06T23:00:00+00:00,S-N,288,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]","Véhicules légers < 3,5t"
150,10030,2021-09-07T03:00:00+00:00,S-N,22,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",2 roues motorisées
151,10030,2021-09-07T04:00:00+00:00,S-N,54,[Paris] CF1 Rivoli x Sébastopol,3 -> 2,Piste cyclable,10030_3 -> 2,"[48.858628, 2.348208]",Vélos
152,10030,2021-09-07T04:00:00+00:00,S-N,6,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Trottinettes
153,10030,2021-09-07T06:00:00+00:00,S-N,10,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Vélos
154,10030,2021-09-07T06:00:00+00:00,,15,,2 -> 2,,10030_2 -> 2,,Vélos
155,10030,2021-09-07T07:00:00+00:00,S-N,418,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]","Véhicules légers < 3,5t"
156,10030,2021-09-07T07:00:00+00:00,N-S,77,[Paris] CF1 Rivoli x Sébastopol,4 -> 2,Piste cyclable,10030_4 -> 2,"[48.858628, 2.348208]",Trottinettes
157,10030,2021-09-07T10:00:00+00:00,N-S,358,[Paris] CF1 Rivoli x Sébastopol,4 -> 2,Piste cyclable,10030_4 -> 2,"[48.858628, 2.348208]",Vélos
158,10030,2021-09-07T11:00:00+00:00,S-N,23,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Vélos
159,10030,2021-09-07T11:00:00+00:00,S-N,13,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Autobus et autocars
160,10030,2021-09-07T12:00:00+00:00,N-S,319,[Paris] CF1 Rivoli x Sébastopol,4 -> 2,Piste cyclable,10030_4 -> 2,"[48.858628, 2.348208]",Vélos
161,10030,2021-09-07T12:00:00+00:00,S-N,15,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]","Véhicules lourds > 3,5t"
162,10030,2021-09-07T13:00:00+00:00,S-N,8,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Autobus et autocars
163,10030,2021-09-07T15:00:00+00:00,S-N,363,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]","Véhicules légers < 3,5t"
164,10030,2021-09-07T15:00:00+00:00,S-N,228,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",2 roues motorisées
165,10030,2021-09-07T19:00:00+00:00,S-N,105,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",2 roues motorisées
166,10030,2021-09-07T20:00:00+00:00,S-N,33,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Vélos
167,10030,2021-09-07T20:00:00+00:00,S-N,5,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Vélos
168,10030,2021-09-07T20:00:00+00:00,S-N,9,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Autobus et autocars
169,10030,2021-09-07T20:00:00+00:00,S-N,3,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Autobus et autocars
170,10030,2021-09-07T20:00:00+00:00,S-N,3,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Trottinettes
171,10004,2021-09-07T22:00:00+00:00,E-O,7,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",Autobus et autocars
172,10004,2021-09-07T23:00:00+00:00,E-O,11,[Paris] Rivoli x Nicolas Flamel,2 -> 1,Piste cyclable,10004_2 -> 1,"[48.858273, 2.349109]",Trottinettes
173,10004,2021-09-08T00:00:00+00:00,E-O,3,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Trottinettes
174,10004,2021-09-08T01:00:00+00:00,O-E,23,[Paris] Rivoli x Nicolas Flamel,1 -> 1,Piste cyclable,10004_1 -> 1,"[48.858273, 2.349109]",Vélos
175,10004,2021-09-08T01:00:00+00:00,E-O,4,[Paris] Rivoli x Nicolas Flamel,2 -> 1,Piste cyclable,10004_2 -> 1,"[48.858273, 2.349109]",Vélos
176,10004,2021-09-08T02:00:00+00:00,O-E,2,[Paris] Rivoli x Nicolas Flamel,3 -> 2,Coronapiste,10004_3 -> 2,"[48.858273, 2.349109]",Trottinettes
177,10004,2021-09-08T04:00:00+00:00,E-O,3,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
178,10004,2021-09-08T06:00:00+00:00,E-O,43,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules lourds > 3,5t"
179,10004,2021-09-08T07:00:00+00:00,E-O,44,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Trottinettes
180,10004,2021-09-08T09:00:00+00:00,O-E,1,[Paris] Rivoli x Nicolas Flamel,3 -> 2,Coronapiste,10004_3 -> 2,"[48.858273, 2.349109]",Trottinettes
181,10004,2021-09-08T10:00:00+00:00,O-E,57,[Paris] Rivoli x Nicolas Flamel,1 -> 1,Piste cyclable,10004_1 -> 1,"[48.858273, 2.349109]",Trottinettes
